iter	RMSE
385	4118.911392
386	4118.5857
387	4116.352363
388	4115.660914
389	4115.33921
390	4114.109252
391	4113.103458
392	4112.223475
393	4110.716591
394	4109.021171
395	4108.657959
396	4107.439488
397	4106.786976
398	4105.555992
399	4104.852715
400	4103.945072
401	4102.888852
402	4101.721921
403	4100.74354
404	4099.704839
405	4097.645878
406	4097.149288
407	4096.210088
408	4095.248903
409	4093.940233
410	4091.62923
411	4090.856735
412	4089.816519
413	4089.153983
414	4088.199462
415	4086.987681
416	4086.119156
417	4085.385045
418	4084.677816
419	4083.955016
420	4082.389597
421	4080.785431
422	4079.775836
423	4078.666298
424	4078.306867
425	4077.550214
426	4076.926275
427	4076.135742
428	4074.111145
429	4073.053849
430	4071.572558
431	4070.853839
432	4069.427013
433	4068.722636
434	4068.234782
435	4067.457898
436	4066.666095
437	4065.547863
438	4063.455386
439	4062.768236
440	4062.171845
441	4061.335695
442	4060.428707
443	4059.869341
444	4058.210918
445	4057.417521
446	4055.724877
447	4055.240455
448	4054.035455
449	4053.578785
450	4053.42331
451	4053.249908
452	4052.765073
453	4052.090877
454	4051.356735
455	4050.627276
456	4050.287298
457	4049.086796
458	4048.269851
459	4047.27725
460	4046.799974
461	4045.855909
462	4044.878943
463	4044.301175
464	4042.737365
465	4042.047886
466	4041.159047
467	4040.421867
468	4039.606307
469	4037.992946
470	4036.744741
471	4035.23086
472	4034.503926
473	4034.04093
474	4033.468591
475	4032.767545
476	4031.173123
477	4030.007761
478	4029.88501
479	4029.030087
480	4027.860077
481	4027.03796
482	4026.573946
483	4025.098107
484	4024.354454
485	4023.00842
486	4022.020141
487	4021.151229
488	4020.90268
489	4019.982811
490	4019.333427
491	4018.03113
492	4017.337448
493	4015.3473
494	4014.950096
495	4014.432833
496	4013.171097
497	4012.554314
498	4011.50471
499	4011.415054
500	4011.059426
501	4010.190652
502	4008.760699
503	4007.483645
504	4006.88456
505	4006.156997
506	4004.84579
507	4004.159049
508	4002.972438
509	4002.308664
510	4000.879524
511	4000.352746
512	3999.958856
513	3999.114713
514	3998.97307
515	3998.105024
516	3997.690712
517	3996.396164
518	3995.690824
519	3995.075824
520	3994.812824
521	3994.564304
522	3993.825041
523	3993.149761
524	3992.360746
525	3992.012625
526	3991.982521
527	3991.081555
528	3990.045927
529	3989.203987
530	3988.732379
531	3987.765593
532	3987.066305
533	3986.401633
534	3985.778228
535	3985.240591
536	3983.872978
537	3983.517978
538	3983.150665
539	3982.437457
540	3981.305662
541	3980.79429
542	3980.724079
543	3979.689572
544	3978.883414
545	3977.725534
546	3976.368712
547	3975.927271
548	3975.178358
549	3974.350818
550	3973.54292
551	3972.650478
552	3972.06036
553	3971.54355
554	3971.077316
555	3970.219605
556	3969.734962
557	3968.738182
558	3967.88097
559	3967.161393
560	3966.450731
561	3965.797892
562	3965.141364
563	3964.301182
564	3963.377004
565	3962.433225
566	3961.076905
567	3960.640326
568	3959.937399
569	3959.633388
570	3958.539338
571	3957.91515
572	3957.352127
573	3956.111759
574	3955.517833
575	3954.859027
576	3954.213126
577	3953.70531
578	3953.425872
579	3952.253291
580	3951.613707
581	3951.005925
582	3949.950633
583	3949.157553
584	3948.474601
585	3947.897669
586	3947.155452
587	3945.58447
588	3945.243876
589	3944.866477
590	3944.116535
591	3943.028897
592	3942.587605
593	3941.938983
594	3941.059683
595	3939.694431
596	3939.050299
597	3937.206712
598	3936.736316
599	3936.127247
600	3935.287994
601	3934.830994
602	3933.892427
603	3933.280012
604	3932.843317
605	3932.292015
606	3931.855438
607	3931.431414
608	3930.700313
609	3930.22073
610	3929.689265
611	3928.816982
612	3928.333848
613	3927.597783
614	3927.211959
615	3926.454278
616	3925.556806
617	3924.741613
618	3923.89377
619	3923.177351
620	3921.875228
621	3921.384087
622	3920.620359
623	3919.911006
624	3918.969926
625	3917.92356
626	3917.186621
627	3915.87437
628	3915.172273
629	3914.985413
630	3914.19041
631	3912.965024
632	3912.402178
633	3911.924826
634	3911.538063
635	3911.033452
636	3909.680891
637	3909.325725
638	3908.834126
639	3908.081286
640	3907.64285
641	3907.412263
642	3906.596719
643	3906.343073
644	3905.872951
645	3905.038504
646	3904.627362
647	3904.261283
648	3903.152341
649	3902.393857
650	3901.536708
651	3901.004486
652	3900.773857
653	3899.910646
654	3899.163674
655	3898.589442
656	3898.020076
657	3897.42022
658	3896.496915
659	3896.116736
660	3895.367718
661	3894.627938
662	3893.47799
663	3893.101504
664	3892.532775
665	3892.110317
666	3891.66756
667	3890.767082
668	3889.944748
669	3888.743093
670	3888.160987
671	3887.828834
672	3887.153673
673	3886.829951
674	3886.193621
675	3885.68491
676	3885.265372
677	3884.594646
678	3884.128308
679	3883.612562
680	3882.83269
681	3881.922924
682	3881.637035
683	3881.362825
684	3880.910584
685	3879.607668
686	3878.555865
687	3878.256226
688	3877.217351
689	3876.890201
690	3876.22057
691	3875.769589
692	3875.45052
693	3873.971596
694	3873.590096
695	3872.827661
696	3871.481985
697	3870.885224
698	3870.323074
699	3869.313894
700	3868.425092
701	3868.016436
702	3867.100572
703	3866.722492
704	3865.93721
705	3864.883465
706	3864.026837
707	3863.671154
708	3862.922647
709	3862.367564
710	3861.698658
711	3861.448922
712	3861.059214
713	3860.29406
714	3860.170717
715	3859.458451
716	3859.001028
717	3858.429418
718	3857.983476
719	3856.973622
720	3856.309526
721	3855.808
722	3853.696094
723	3853.129711
724	3852.462817
725	3851.453901
726	3850.781403
727	3850.354868
728	3849.528185
729	3848.834534
730	3848.425225
731	3848.145146
732	3847.35537
733	3846.160415
734	3845.737184
735	3845.110537
736	3843.892383
737	3842.745663
738	3842.201807
739	3841.901935
740	3841.557615
741	3840.01858
742	3839.29282
743	3839.065144
744	3838.433055
745	3836.902227
746	3836.383181
747	3835.542287
748	3834.857167
749	3834.44093
750	3834.139519
751	3833.280357
752	3832.564108
753	3832.295063
754	3831.654243
755	3831.399673
756	3830.965452
757	3830.176241
758	3829.677352
759	3829.228425
760	3828.3181
761	3827.852304
762	3827.150055
763	3826.482634
764	3825.502839
765	3824.873543
766	3824.428116
767	3823.694141
768	3822.718075
769	3822.110843
770	3821.731616
771	3821.047771
772	3820.67928
773	3820.348
774	3820.263201
775	3819.796159
776	3819.22594
777	3818.817315
778	3818.503657
779	3818.191496
780	3817.618114
781	3816.540853
782	3815.973531
783	3815.445622
784	3814.74343
785	3814.004793
786	3813.262327
787	3812.834703
788	3812.669597
789	3811.539076
790	3811.075388
791	3810.385803
792	3810.079573
793	3808.957258
794	3808.555397
795	3807.747972
796	3806.586645
797	3806.123487
798	3805.038314
799	3804.607169
800	3803.710425
801	3803.160148
802	3802.735628
803	3802.296779
804	3802.011552
805	3801.562007
806	3801.251586
807	3800.681321
808	3799.419826
809	3799.170179
810	3798.099304
811	3797.656504
812	3797.283
813	3796.754843
814	3796.440621
815	3795.674459
816	3794.92896
817	3793.959351
818	3792.983995
819	3792.653807
820	3791.586279
821	3790.999734
822	3790.15339
823	3789.760293
824	3789.604025
825	3788.620909
826	3787.959837
827	3786.927523
828	3786.26251
829	3785.995135
830	3785.525715
831	3784.920527
832	3783.882145
833	3783.274006
834	3782.474051
835	3781.166265
836	3780.558833
837	3779.915846
838	3779.595144
839	3779.281004
840	3778.477992
841	3778.00763
842	3777.651981
843	3776.703141
844	3776.216426
845	3775.09201
846	3774.196073
847	3773.579864
848	3773.512825
849	3772.897639
850	3772.043544
851	3770.171411
852	3769.196945
853	3768.215085
854	3767.652292
855	3766.696348
856	3766.19608
857	3764.320621
858	3764.088587
859	3763.085193
860	3762.670728
861	3762.174116
862	3761.309391
863	3760.968523
864	3760.768839
865	3760.258398
866	3759.595711
867	3758.872517
868	3758.451668
869	3758.141137
870	3757.455599
871	3756.973545
872	3756.536041
873	3756.485879
874	3756.112981
875	3755.493192
876	3753.688522
877	3753.536121
878	3753.199061
879	3752.507689
880	3752.242127
881	3751.582199
882	3749.989042
883	3749.423504
884	3748.569639
885	3748.294019
886	3747.699703
887	3747.332779
888	3746.586125
889	3746.362219
890	3745.977995
891	3744.302672
892	3743.745872
893	3742.933365
894	3742.605373
895	3742.338882
896	3741.911733
897	3741.636584
898	3741.348499
899	3741.320248
900	3740.616558
901	3740.507208
902	3739.905254
903	3739.448136
904	3737.672416
905	3735.925394
906	3735.687416
907	3735.325688
908	3735.097796
909	3733.860009
910	3733.296408
911	3732.566147
912	3732.15713
913	3731.663172
914	3731.481499
915	3730.33694
916	3729.408446
917	3728.926423
918	3728.666484
919	3726.926822
920	3725.950653
921	3724.974801
922	3724.53786
923	3724.125963
924	3723.998424
925	3723.59989
926	3723.341049
927	3723.05201
928	3722.648921
929	3722.497596
930	3721.559191
931	3719.839017
932	3719.369028
933	3719.059173
934	3718.814019
935	3718.419884
936	3718.18213
937	3717.77678
938	3717.264271
939	3717.000755
940	3716.654536
941	3716.195395
942	3715.698372
943	3715.47074
944	3715.11909
945	3714.073218
946	3713.805589
947	3713.51804
948	3712.341178
949	3712.08531
950	3711.626267
951	3711.314509
952	3710.544962
953	3710.10781
954	3709.940346
955	3709.533959
956	3709.043966
957	3708.760781
958	3708.307631
959	3708.011963
960	3707.66581
961	3707.404412
962	3707.021801
963	3705.967443
964	3705.725719
965	3705.034967
966	3704.777201
967	3704.529182
968	3702.832946
969	3702.458176
970	3701.47802
971	3701.196018
972	3700.572267
973	3700.299416
974	3699.964694
975	3699.582906
976	3697.914354
977	3697.667283
978	3696.515776
979	3696.128009
980	3695.843522
981	3695.794232
982	3695.35547
983	3694.708846
984	3694.268499
985	3693.891533
986	3693.480015
987	3693.086142
988	3691.893115
989	3691.502314
990	3691.23147
991	3690.95342
992	3690.376849
993	3688.897347
994	3688.639494
995	3688.251566
996	3687.567316
997	3687.203642
998	3686.858175
999	3686.480113
